"Sector","Symbol"
"Capital Goods","GM"
"Consumer Services","GME"
"Health Care","GMED"
"Consumer Services","GMRE"
"Consumer Services","GMS"
"Consumer Services","GMTA"
,"GM.WS.B"
,"GMZ"
"Consumer Non-Durables","GNC"
"Public Utilities","GNE"
,"GNE-PA"
"Transportation","GNK"
"Consumer Services","GNL"
"Consumer Durables","GNRC"
"Transportation","GNRT"
,"GNT"
"Finance","GNW"
,"GOF"
"Transportation","GOL"
"Consumer Non-Durables","GOLF"
"Consumer Non-Durables","GOOS"
"Capital Goods","GPC"
"Public Utilities","GPE-PA"
"Consumer Durables","GPI"
"Consumer Durables","GPK"
,"GPM"
"Miscellaneous","GPN"
"Energy","GPRK"
"Consumer Services","GPS"
"Consumer Services","GPT"
,"GPT-PA"
"Consumer Services","GPX"
"Basic Industries","GRA"
"Basic Industries","GRAM"
"Capital Goods","GRC"
,"GRP.U"
,"GRR"
"Miscellaneous","GRUB"
,"GRX"
,"GRX-PA"
,"GRX-PB"
"Finance","GS"
,"GSBD"
"Transportation","GSH"
"Health Care","GSK"
"Transportation","GSL"
,"GSL-PB"
,"GS-PA"
,"GS-PB"
,"GS-PC"
,"GS-PD"
,"GS-PI"
,"GS-PJ"
,"GS-PK"
,"GS-PN"
"Consumer Services","GTN"
,"GTN.A"
"Finance","GTS"
"Public Utilities","GTT"
"Finance","GTY"
,"GUT"
,"GUT-PA"
,"GUT-PC"
"Basic Industries","GVA"
"Finance","GWB"
"Transportation","GWR"
"Technology","GWRE"
"Consumer Services","GWW"
"Public Utilities","GXP"
,"GXP-PB"
"Finance","GYB"
"Finance","GYC"
"Finance","GZT"
"Consumer Services","H"
"Health Care","HAE"
"Energy","HAL"
"Consumer Services","HASI"
"Consumer Services","HBI"
"Basic Industries","HBM"
,"HBM.WS"
"Health Care","HCA"
"Energy","HCC"
"Capital Goods","HCHC"
"Finance","HCI"
"Basic Industries","HCLP"
"Consumer Services","HCN"
,"HCN-PI"
"Consumer Services","HCP"
"Consumer Services","HD"
"Finance","HDB"
"Public Utilities","HE"
"Capital Goods","HEI"
,"HEI.A"
"Energy","HEP"
,"HE-PU"
,"HEQ"
"Energy","HES"
"Energy","HESM"
,"HES-PA"
"Consumer Services","HF"
"Energy","HFC"
"Finance","HGH"
"Energy","HGT"
"Consumer Services","HGV"
"Consumer Services","HHC"
"Technology","HHS"
"Consumer Durables","HI"
,"HIE"
"Consumer Services","HIFR"
"Finance","HIG"
,"HIG.WS"
"Capital Goods","HII"
"Consumer Services","HIL"
,"HIO"
"Technology","HIVE"
"Consumer Services","HIW"
,"HIX"
"Finance","HJV"
"Energy","HK"
,"HK.WS"
"Basic Industries","HL"
"Health Care","HLF"
"Finance","HLI"
"Basic Industries","HL-PB"
"Health Care","HLS"
"Consumer Services","HLT"
"Energy","HLX"
"Capital Goods","HMC"
"Consumer Services","HMLP"
"Finance","HMN"
"Basic Industries","HMY"
"Consumer Durables","HNI"
"Public Utilities","HNP"
"Consumer Non-Durables","HOG"
"Consumer Services","HOME"
"Capital Goods","HON"
"Consumer Services","HOS"
"Capital Goods","HOV"
"Energy","HP"
"Technology","HPE"
,"HPF"
,"HPI"
"Finance","HPP"
"Technology","HPQ"
,"HPS"
,"HQH"
,"HQL"
"Consumer Services","HR"
"Consumer Services","HRB"
"Health Care","HRC"
"Miscellaneous","HRG"
,"HRI"
"Consumer Non-Durables","HRL"
"Capital Goods","HRS"
"Finance","HRTG"
"Finance","HSBC"
,"HSBC-PA"
"Capital Goods","HSC"
"Finance","HSEA"
"Finance","HSEB"
"Consumer Services","HST"
"Consumer Non-Durables","HSY"
"Consumer Services","HT"
"Consumer Services","HTA"
,"HTD"
,"HTF"
,"HTGC"
,"HTGX"
"Finance","HTH"
,"HT-PC"
,"HT-PD"
,"HT-PE"
,"HTY"
"Consumer Services","HTZ"
"Capital Goods","HUBB"
"Technology","HUBS"
"Health Care","HUM"
"Basic Industries","HUN"
"Consumer Services","HVT"
,"HVT.A"
"Basic Industries","HXL"
"Capital Goods","HY"
,"HYB"
"Health Care","HYH"
,"HYI"
,"HYT"
"Capital Goods","HZN"
"Consumer Services","HZO"
"Consumer Services","I"
,"IAE"
"Basic Industries","IAG"
"Consumer Non-Durables","IBA"
"Technology","IBM"
"Finance","IBN"
"Basic Industries","IBP"
,"ICB"
"Energy","ICD"
"Finance","ICE"
"Basic Industries","ICL"
"Public Utilities","IDA"
,"IDE"
"Public Utilities","IDT"
"Capital Goods","IEX"
"Basic Industries","IFF"
,"IFN"
,"IGA"
,"IGD"
,"IGI"
,"IGR"
"Consumer Services","IGT"
"Finance","IHC"
,"IHD"
"Consumer Services","IHG"
,"IHIT"
,"IID"
,"IIF"
,"IIM"
"Finance","IIPR"
"Miscellaneous","IMAX"
,"INB"
,"INF"
"Technology","INFY"
"Finance","ING"
"Consumer Non-Durables","INGR"
"Consumer Services","INN"
,"INN-PB"
,"INN-PC"
,"INN-PD"
,"INSI"
"Technology","INST"
"Consumer Services","INSW"
"Energy","INT"
"Finance","INVH"
"Technology","INXN"
"Energy","IO"
"Basic Industries","IP"
"Technology","IPG"
"Technology","IPHI"
"Basic Industries","IPI"
,"IPL-PD"
,"IQI"
"Capital Goods","IR"
"Consumer Services","IRET"
,"IRET-PB"
,"IRL"
"Consumer Services","IRM"
,"IRR"
"Consumer Services","IRS"
,"ISD"
"Finance","ISF"
"Finance","ISG"
"Finance","ISP"
"Consumer Services","IT"
"Finance","ITCB"
"Finance","ITG"
"Miscellaneous","ITGR"
"Capital Goods","ITT"
"Finance","ITUB"
"Technology","ITW"
"Health Care","IVC"
,"IVH"
"Consumer Services","IVR"
,"IVR-PA"
,"IVR-PB"
"Finance","IVZ"
"Finance","IX"
"Energy","JAG"
"Consumer Services","JAX"
"Finance","JBK"
"Technology","JBL"
"Finance","JBN"
"Finance","JBR"
"Technology","JBT"
"Consumer Services","JCAP"
,"JCE"
"Consumer Services","JCI"
,"JCO"
"Consumer Services","JCP"
,"JDD"
"Public Utilities","JE"
"Basic Industries","JEC"
"Basic Industries","JELD"
,"JE-PA"
,"JEQ"
,"JFC"
,"JFR"
,"JGH"
,"JHA"
,"JHB"
,"JHD"
"Finance","JHG"
,"JHI"
,"JHS"
"Capital Goods","JHX"
,"JHY"
"Consumer Non-Durables","JILL"
"Technology","JKS"
"Finance","JLL"
,"JLS"
"Consumer Services","JMEI"
,"JMF"
,"JMLP"
,"JMM"
"Finance","JMP"
"Finance","JMPB"
"Finance","JMPC"
,"JMT"
"Health Care","JNJ"
"Technology","JNPR"
"Consumer Services","JOE"
,"JOF"
"Energy","JONE"
"Consumer Services","JP"
,"JPC"
,"JPI"
"Finance","JPM"
"Finance","JPM-PA"
,"JPM-PB"
,"JPM-PD"
,"JPM-PE"
,"JPM-PF"
,"JPM-PG"
"Finance","JPM-PH"
,"JPM.WS"
,"JPS"
,"JPT"
,"JQC"
,"JRI"
,"JRO"
,"JRS"
,"JSD"
,"JTA"
,"JTD"
,"JW.A"
,"JW.B"
"Consumer Services","JWN"
"Consumer Non-Durables","K"
"Technology","KAI"
"Consumer Durables","KAMN"
,"KAP"
"Consumer Durables","KAR"
"Consumer Non-Durables","KATE"
"Finance","KB"
"Capital Goods","KBH"
"Basic Industries","KBR"
"Finance","KCG"
"Health Care","KDMN"
,"KED"
,"KEF"
"Energy","KEG"
"Capital Goods","KEM"
"Consumer Services","KEN"
"Public Utilities","KEP"
"Consumer Services","KEX"
"Finance","KEY"
,"KEY-PI"
"Capital Goods","KEYS"
,"KF"
,"KFN-P"
"Finance","KFS"
"Technology","KFY"
"Basic Industries","KGC"
"Consumer Services","KIM"
,"KIM-PI"
,"KIM-PJ"
,"KIM-PK"
,"KIO"
"Finance","KKR"
,"KKR-PA"
,"KKR-PB"
"Consumer Durables","KMB"
,"KMF"
"Basic Industries","KMG"
"Public Utilities","KMI"
,"KMI-PA"
,"KMM"
"Finance","KMPA"
"Finance","KMPR"
"Capital Goods","KMT"
"Consumer Durables","KMX"
"Consumer Non-Durables","KN"
"Health Care","KND"
"Consumer Durables","KNL"
"Consumer Services","KNOP"
"Transportation","KNX"
"Consumer Non-Durables","KO"
"Miscellaneous","KODK"
,"KODK.WS"
,"KODK.WS.A"
"Consumer Non-Durables","KOF"
"Basic Industries","KOP"
"Consumer Non-Durables","KORS"
"Energy","KOS"
"Consumer Services","KR"
"Basic Industries","KRA"
"Consumer Services","KRC"
,"KRC-PH"
"Consumer Services","KREF"
"Consumer Services","KRG"
"Basic Industries","KRO"
"Energy","KRP"
"Basic Industries","KS"
,"KSM"
"Consumer Services","KSS"
,"KST"
"Transportation","KSU"
"Transportation","KSU-P"
"Public Utilities","KT"
,"KTF"
"Finance","KTH"
"Finance","KTN"
"Finance","KTP"
"Finance","KW"
"Finance","KWN"
"Basic Industries","KWR"
,"KYE"
,"KYN"
,"KYN-PF"
"Technology","KYO"
"Finance","L"
"Consumer Durables","LAD"
"Consumer Services","LADR"
"Finance","LAZ"
"Consumer Services","LB"
,"LBF"
"Miscellaneous","LC"
"Health Care","LCI"
,"LCII"
,"LCM"
,"LDF"
"Capital Goods","LDL"
"Technology","LDOS"
,"LDP"
"Capital Goods","LDR"
"Capital Goods","LEA"
"Consumer Services","LEE"
"Consumer Durables","LEG"
"Finance","LEJU"
"Basic Industries","LEN"
"Basic Industries","LEN.B"
,"LEO"
"Finance","LFC"
"Technology","LFGR"
,"LGF.A"
,"LGF.B"
,"LGI"
"Health Care","LH"
"Consumer Services","LHO"
,"LHO-PI"
,"LHO-PJ"
"Capital Goods","LII"
"Consumer Services","LITB"
"Miscellaneous","LKSD"
"Consumer Services","LL"
"Technology","LLL"
"Health Care","LLY"
"Finance","LM"
"Finance","LMHA"
"Finance","LMHB"
"Capital Goods","LMT"
"Technology","LN"
"Finance","LNC"
,"LNC.WS"
,"LND"
"Capital Goods","LNN"
"Public Utilities","LNT"
,"LOR"
"Consumer Services","LOW"
"Transportation","LPG"
"Energy","LPI"
"Capital Goods","LPL"
"Consumer Services","LPT"
"Basic Industries","LPX"
"Consumer Services","LQ"
"Consumer Services","LRN"
"Consumer Services","LSI"
"Consumer Services","LTC"
"Transportation","LTM"
"Consumer Services","LUB"
"Consumer Non-Durables","LUK"
"Transportation","LUV"
"Health Care","LUX"
"Public Utilities","LVLT"
"Consumer Services","LVS"
"Consumer Non-Durables","LW"
"Basic Industries","LXFR"
"Technology","LXFT"
"Consumer Services","LXP"
,"LXP-PC"
"Basic Industries","LXU"
"Basic Industries","LYB"
"Finance","LYG"
"Consumer Services","LYV"
"Consumer Durables","LZB"
"Consumer Services","M"
"Miscellaneous","MA"
"Consumer Services","MAA"
,"MAA-PI"
"Consumer Services","MAC"
,"MAIN"
"Technology","MAN"
"Consumer Services","MANU"
"Basic Industries","MAS"
"Consumer Services","MATX"
,"MAV"
"Finance","MBI"
"Technology","MBLY"
"Public Utilities","MBT"
"Finance","MC"
,"MCA"
,"MCC"
"Consumer Services","MCD"
,"MCI"
"Health Care","MCK"
,"MCN"
"Finance","MCO"
,"MCR"
"Technology","MCRN"
"Consumer Services","MCS"
,"MCV"
,"MCX"
"Finance","MCY"
"Health Care","MD"
"Capital Goods","MDC"
"Finance","MDLQ"
"Finance","MDLX"
"Finance","MDLY"
"Consumer Services","MDP"
"Capital Goods","MDR"
"Health Care","MDT"
"Basic Industries","MDU"
"Consumer Non-Durables","MED"
"Capital Goods","MEI"
,"MEN"
,"MER-PK"
,"MER-PP"
"Finance","MET"
,"MET-PA"
"Consumer Services","MFA"
,"MFA-PB"
"Finance","MFC"
"Finance","MFCB"
,"MFD"
"Finance","MFG"
,"MFL"
,"MFM"
"Consumer Services","MFO"
,"MFT"
,"MFV"
"Consumer Services","MG"
"Capital Goods","MGA"
,"MGF"
"Consumer Services","MGM"
"Consumer Services","MGP"
"Finance","MGR"
,"MGU"
,"MHD"
,"MHF"
,"MHI"
"Consumer Durables","MHK"
,"MHLA"
,"MHN"
,"MHNB.CL"
"Finance","MHNC"
"Capital Goods","MHO"
,"MHO-PA"
,"MH-PA"
,"MH-PC"
"Energy","MIC"
,"MIE"
,"MIN"
,"MITT"
,"MITT-PA"
,"MITT-PB"
"Technology","MIXT"
,"MIY"
"Consumer Non-Durables","MKC"
"Consumer Non-Durables","MKC.V"
"Finance","MKL"
"Capital Goods","MLI"
"Basic Industries","MLM"
"Finance","MLP"
"Capital Goods","MLR"
"Finance","MMC"
,"MMD"
"Finance","MMI"
"Health Care","MMM"
"Energy","MMP"
"Miscellaneous","MMS"
,"MMT"
,"MMU"
"Finance","MN"
,"MNE"
"Consumer Services","MNI"
"Health Care","MNK"
,"MNP"
"Consumer Services","MNR"
,"MNR-PC"
"Consumer Non-Durables","MO"
"Capital Goods","MOD"
"Technology","MODN"
,"MOG.A"
,"MOG.B"
"Health Care","MOH"
"Basic Industries","MON"
"Consumer Services","MORE"
"Basic Industries","MOS"
"Consumer Non-Durables","MOV"
,"MPA"
"Energy","MPC"
"Energy","MPLX"
"Energy","MPO"
,"MP-PD"
,"MPV"
"Consumer Services","MPW"
"Capital Goods","MPX"
,"MQT"
,"MQY"
"Capital Goods","MRC"
"Technology","MRIN"
"Health Care","MRK"
"Energy","MRO"
"Consumer Services","MRT"
"Finance","MS"
"Health Care","MSA"
"Basic Industries","MSB"
,"MSCA"
"Miscellaneous","MSCI"
,"MSD"
,"MSF"
"Consumer Services","MSG"
"Consumer Services","MSGN"
"Technology","MSI"
"Finance","MSL"
"Capital Goods","MSM"
,"MSP"
,"MS-PA"
,"MS-PE"
,"MS-PF"
,"MS-PG"
,"MS-PI"
,"MS-PK"
"Basic Industries","MT"
"Finance","MTB"
,"MTB-P"
,"MTB-PC"
,"MTB.WS"
"Capital Goods","MTD"
"Energy","MTDR"
"Finance","MTG"
"Capital Goods","MTH"
"Basic Industries","MTL"
,"MTL-P"
"Consumer Services","MTN"
"Capital Goods","MTOR"
"Energy","MTR"
"Capital Goods","MTRN"
,"MTT"
"Finance","MTU"
"Capital Goods","MTW"
"Basic Industries","MTX"
"Basic Industries","MTZ"
,"MUA"
,"MUC"
,"MUE"
,"MUH"
,"MUI"
,"MUJ"
"Technology","MULE"
"Energy","MUR"
,"MUS"
"Consumer Durables","MUSA"
"Basic Industries","MUX"
,"MVC"
,"MVCB"
"Energy","MVO"
,"MVT"
"Capital Goods","MWA"
"Technology","MX"
,"MXE"
,"MXF"
"Technology","MXL"
,"MYC"
"Consumer Services","MYCC"
,"MYD"
"Consumer Non-Durables","MYE"
,"MYF"
,"MYI"
,"MYJ"
,"MYN"
"Health Care","MYOV"
,"MZF"
,"NAC"
,"NAD"
"Energy","NADL"
,"NAN"
"Transportation","NAO"
,"NAP"
"Consumer Services","NAT"
"Capital Goods","NAV"
"Capital Goods","NAV-PD"
,"NAZ"
,"NBB"
,"NBD"
"Finance","NBHC"
"Energy","NBL"
"Energy","NBLX"
"Energy","NBR"
"Consumer Durables","NC"
,"NCA"
,"NCB"
"Consumer Services","NCI"
"Miscellaneous","NCR"
"Capital Goods","NCS"
,"NCV"
,"NCZ"
,"NDP"
"Energy","NDRO"
"Energy","NE"
,"NEA"
"Public Utilities","NEE"
,"NEE-PC"
,"NEE-PG"
,"NEE-PH"
,"NEE-PI"
,"NEE-PJ"
,"NEE-PK"
,"NEE-PQ"
,"NEE-PR"
"Technology","NEFF"
"Basic Industries","NEM"
"Public Utilities","NEP"
"Consumer Services","NETS"
"Basic Industries","NEU"
,"NEV"
"Consumer Services","NEWM"
"Technology","NEWR"
"Public Utilities","NFG"
"Finance","NFJ"
"Energy","NFX"
"Public Utilities","NGG"
"Energy","NGL"
,"NGLS-PA"
"Energy","NGS"
"Consumer Services","NGVC"
"Basic Industries","NGVT"
,"NHA"
,"NHF"
"Consumer Services","NHI"
"Public Utilities","NI"
,"NID"
,"NIE"
,"NIM"
,"NIQ"
"Public Utilities","NJR"
"Consumer Non-Durables","NKE"
,"NKG"
,"NKX"
"Basic Industries","NL"
"Consumer Non-Durables","NLS"
"Miscellaneous","NLSN"
"Consumer Services","NLY"
,"NLY-PA"
,"NLY-PC"
,"NLY-PD"
,"NLY-PE"
"Transportation","NM"
,"NMFC"
,"NMI"
"Public Utilities","NMK-PB"
"Public Utilities","NMK-PC"
"Transportation","NMM"
,"NM-PG"
,"NM-PH"
"Finance","NMR"
,"NMS"
,"NMT"
,"NMY"
,"NMZ"
"Transportation","NNA"
,"NNC"
"Finance","NNI"
"Consumer Services","NNN"
,"NNN-PE"
,"NNN-PF"
,"NNY"
"Energy","NOA"
"Finance","NOAH"
"Capital Goods","NOC"
"Technology","NOK"
,"NOM"
"Consumer Non-Durables","NOMD"
"Consumer Services","NORD"
"Energy","NOV"
"Technology","NOW"
"Basic Industries","NP"
"Capital Goods","NPK"
"Basic Industries","NPO"
"Technology","NPTN"
,"NPV"
"Technology","NQ"
,"NQP"
"Energy","NR"
"Consumer Services","NRE"
"Public Utilities","NRG"
,"NRK"
"Energy","NRP"
"Energy","NRT"
"Consumer Services","NRZ"
"Energy","NS"
"Consumer Services","NSA"
"Transportation","NSC"
"Energy","NSH"
,"NSL"
"Finance","NSM"
"Technology","NSP"
,"NS-PA"
,"NS-PB"
"Consumer Services","NSR"
"Energy","NSS"
"Finance","NTB"
,"NTC"
,"NTEST"
,"NTEST.A"
,"NTEST.B"
,"NTEST.C"
,"NTG"
"Public Utilities","NTL"
"Finance","NTP"
,"NTX"
"Consumer Durables","NTZ"
"Basic Industries","NUE"
,"NUM"
,"NUO"
"Health Care","NUS"
,"NUV"
,"NUW"
,"NVG"
"Transportation","NVGS"
"Health Care","NVO"
"Capital Goods","NVR"
"Health Care","NVRO"
"Health Care","NVS"
"Health Care","NVTA"
"Public Utilities","NWE"
"Capital Goods","NWHM"
"Consumer Non-Durables","NWL"
"Public Utilities","NWN"
"Finance","NW-PC"
"Consumer Services","NWY"
"Capital Goods","NX"
,"NXC"
,"NXJ"
,"NXN"
,"NXP"
,"NXQ"
,"NXR"
"Consumer Services","NXRT"
"Finance","NYCB"
,"NYCB-PA"
,"NYCB-PU"
"Public Utilities","NYLD"
,"NYLD.A"
"Consumer Services","NYRT"
"Consumer Services","NYT"
,"NYV"
,"NZF"
"Consumer Services","O"
"Capital Goods","OA"
"Finance","OAK"
"Consumer Services","OAKS"
,"OAKS-PA"
"Energy","OAS"
"Finance","OB"
"Capital Goods","OC"
"Basic Industries","OCIP"
"Finance","OCN"
"Consumer Durables","ODC"
"Basic Industries","OEC"
"Consumer Services","OFC"
,"OFC-PL.CL"
"Finance","OFG"
"Finance","OFG-PA"
,"OFG-PB"
,"OFG-PD"
"Public Utilities","OGE"
"Public Utilities","OGS"
"Consumer Services","OHI"
"Consumer Durables","OI"
,"OIA"
,"OIBR.C"
"Energy","OII"
"Energy","OIS"
"Public Utilities","OKE"
"Public Utilities","OKS"
"Basic Industries","OLN"
"Consumer Services","OLP"
"Finance","OMAA"
"Finance","OMAM"
"Technology","OMC"
"Consumer Non-Durables","OME"
"Finance","OMF"
"Health Care","OMI"
"Basic Industries","OMN"
"Finance","ONDK"
"Technology","OOMA"
,"OPP"
"Finance","OPY"
"Basic Industries","OR"
"Public Utilities","ORA"
"Public Utilities","ORAN"
"Consumer Services","ORC"
"Technology","ORCL"
"Finance","ORI"
"Basic Industries","ORN"
"Basic Industries","OSB"
"Transportation","OSG"
"Capital Goods","OSK"
"Consumer Services","OUT"
"Consumer Non-Durables","OXM"
"Energy","OXY"
"Finance","OZM"
"Consumer Services","P"
"Energy","PAA"
"Transportation","PAC"
"Energy","PACD"
"Consumer Durables","PAG"
"Energy","PAGP"
"Basic Industries","PAH"
,"PAI"
"Public Utilities","PAM"
"Technology","PANW"
"Miscellaneous","PAR"
"Miscellaneous","PAY"
"Technology","PAYC"
"Finance","PB"
"Energy","PBA"
,"PBB"
"Energy","PBF"
"Energy","PBFX"
"Health Care","PBH"
"Miscellaneous","PBI"
,"PBI-PB"
"Energy","PBR"
,"PBR.A"
"Energy","PBT"
,"PCF"
"Public Utilities","PCG"
,"PCI"
,"PCK"
,"PCM"
,"PCN"
,"PCQ"
,"PDI"
"Consumer Services","PDM"
"Energy","PDS"
,"PDT"
"Energy","PE"
"Consumer Services","PEB"
,"PEB-PC"
,"PEB-PD"
"Public Utilities","PEG"
"Consumer Services","PEI"
,"PEI-PA"
,"PEI-PB"
,"PEI-PC"
"Health Care","PEN"
,"PEO"
"Consumer Non-Durables","PEP"
"Energy","PER"
"Energy","PES"
"Consumer Non-Durables","PF"
,"PFD"
"Health Care","PFE"
"Finance","PFG"
"Consumer Non-Durables","PFGC"
"Finance","PFH"
"Finance","PFK"
,"PFL"
,"PFN"
,"PFO"
"Finance","PFS"
"Finance","PFSI"
"Basic Industries","PG"
"Basic Industries","PGEM"
"Energy","PGH"
,"PGP"
"Finance","PGR"
"Consumer Services","PGRE"
"Capital Goods","PGTI"
,"PGZ"
"Capital Goods","PH"
,"PHD"
"Energy","PHG"
"Finance","PHH"
"Public Utilities","PHI"
,"PHK"
"Capital Goods","PHM"
,"PHT"
"Energy","PHX"
"Capital Goods","PII"
,"PIM"
"Consumer Services","PIR"
"Finance","PIY"
"Finance","PJC"
"Finance","PJH"
"Finance","PJT"
"Consumer Services","PK"
"Energy","PKD"
"Technology","PKE"
"Consumer Durables","PKG"
"Capital Goods","PKI"
,"PKO"
"Basic Industries","PKX"
,"PKY"
"Consumer Services","PLD"
"Consumer Services","PLNT"
"Capital Goods","PLOW"
,"PL-PC"
,"PL-PE"
"Public Utilities","PLT"
"Consumer Non-Durables","PM"
"Health Care","PMC"
,"PMF"
,"PML"
,"PMM"
,"PMO"
"Consumer Services","PMT"
,"PMT-PA"
,"PMX"
"Finance","PN"
"Finance","PNC"
,"PNC-PP"
,"PNC-PQ"
,"PNC.WS"
,"PNF"
,"PNI"
"Public Utilities","PNM"
"Technology","PNR"
,"PNTA.CL"
"Public Utilities","PNW"
"Basic Industries","POL"
"Public Utilities","POR"
"Consumer Non-Durables","POST"
"Basic Industries","POT"
"Basic Industries","PPG"
"Public Utilities","PPL"
"Basic Industries","PPP"
,"PPR"
,"PPT"
"Public Utilities","PPX"
"Energy","PQ"
"Finance","PRA"
,"PRE-PF"
,"PRE-PG"
,"PRE-PH"
,"PRE-PI"
"Health Care","PRGO"
"Finance","PRH"
"Finance","PRI"
"Capital Goods","PRLB"
"Technology","PRO"
"Consumer Services","PRTY"
"Finance","PRU"
"Consumer Services","PSA"
,"PSA-PA"
"Consumer Services","PSA-PB"
"Consumer Services","PSA-PC"
"Consumer Services","PSA-PD"
"Consumer Services","PSA-PE"
"Consumer Services","PSA-PF"
"Consumer Services","PSA-PS"
"Consumer Services","PSA-PT"
"Consumer Services","PSA-PU"
"Consumer Services","PSA-PV"
,"PSA-PW"
,"PSA-PX"
,"PSA-PY"
,"PSA-PZ"
"Consumer Services","PSB"
,"PSB-PT"
,"PSB-PU"
,"PSB-PV"
,"PSB-PW"
,"PSF"
"Consumer Services","PSO"
"Technology","PSTG"
"Energy","PSX"
"Energy","PSXP"
"Health Care","PTHN"
"Energy","PTR"
,"PTY"
"Finance","PUK"
,"PUK-P"
,"PUK-PA"
"Energy","PUMP"
"Basic Industries","PVG"
"Consumer Non-Durables","PVH"
"Finance","PVTD"
"Energy","PWE"
"Capital Goods","PWR"
"Basic Industries","PX"
"Energy","PXD"
,"PYN"
"Finance","PYS"
"Finance","PYT"
,"PZC"
"Energy","PZE"
"Finance","PZN"
"Health Care","Q"
"Consumer Services","QCP"
"Energy","QEP"
"Health Care","QHC"
"Consumer Services","QSR"
"Technology","QTM"
"Consumer Services","QTS"
"Technology","QTWO"
"Miscellaneous","QUAD"
"Consumer Services","QUOT"
"Consumer Services","R"
,"RA"
"Capital Goods","RACE"
"Health Care","RAD"
"Consumer Non-Durables","RAI"
"Consumer Services","RAS"
,"RAS-PA"
,"RAS-PB"
,"RAS-PC"
"Technology","RATE"
"Miscellaneous","RBA"
"Consumer Durables","RBC"
"Finance","RBS"
"Finance","RBS-PF"
"Finance","RBS-PH"
,"RBS-PL"
,"RBS-PS"
"Consumer Services","RCI"
"Consumer Services","RCL"
,"RCS"
"Energy","RDC"
"Finance","RDN"
,"RDS.A"
,"RDS.B"
"Health Care","RDY"
"Finance","RE"
"Consumer Services","REG"
,"REG-PG"
"Consumer Services","RELX"
"Energy","REN"
"Technology","RENN"
"Consumer Services","RENX"
"Energy","RES"
"Finance","RESI"
"Consumer Non-Durables","REV"
"Capital Goods","REVG"
"Basic Industries","REX"
"Consumer Services","REXR"
,"REXR-PA"
"Finance","RF"
,"RFI"
"Basic Industries","RFP"
,"RF-PA"
,"RF-PB"
"Consumer Services","RFT"
"Consumer Services","RFTA"
"Finance","RGA"
"Consumer Services","RGC"
"Capital Goods","RGR"
"Consumer Services","RGS"
,"RGT"
"Consumer Services","RH"
"Technology","RHI"
"Consumer Services","RHP"
"Technology","RHT"
"Basic Industries","RIC"
"Energy","RICE"
"Energy","RIG"
"Basic Industries","RIO"
,"RIV"
"Finance","RJF"
"Consumer Non-Durables","RL"
"Finance","RLGY"
"Consumer Services","RLH"
"Finance","RLI"
"Consumer Services","RLJ"
"Finance","RM"
"Finance","RMAX"
"Health Care","RMD"
"Public Utilities","RMP"
,"RMT"
"Technology","RNG"
,"RNP"
"Finance","RNR"
,"RNR-PC"
,"RNR-PE"
"Basic Industries","ROG"
"Capital Goods","ROK"
"Finance","ROL"
"Capital Goods","ROP"
"Energy","ROYT"
"Consumer Services","RPAI"
,"RPAI-PA"
"Basic Industries","RPM"
"Consumer Services","RPT"
,"RPT-PD"
,"RQI"
"Energy","RRC"
"Miscellaneous","RRD"
"Transportation","RRTS"
"Basic Industries","RS"
"Public Utilities","RSG"
"Consumer Services","RSO"
,"RSO-PA"
,"RSO-PB"
,"RSO-PC"
"Energy","RSPP"
"Technology","RST"
"Consumer Services","RT"
"Capital Goods","RTEC"
"Capital Goods","RTN"
"Technology","RUBI"
,"RVT"
"Consumer Services","RWT"
"Technology","RXN"
,"RXN-PA"
"Finance","RY"
"Basic Industries","RYAM"
,"RYAM-PA"
"Basic Industries","RYI"
"Consumer Services","RYN"
,"RY-PS"
,"RY-PT"
"Finance","RZA"
"Finance","RZB"
"Public Utilities","S"
"Basic Industries","SA"
,"SAB"
"Consumer Durables","SAH"
"Technology","SAIC"
"Transportation","SALT"
"Consumer Non-Durables","SAM"
"Finance","SAN"
,"SAN-PA"
,"SAN-PB"
,"SAN-PC"
,"SAN-PI"
"Technology","SAP"
,"SAR"
"Transportation","SB"
"Transportation","SBBC"
"Basic Industries","SBGL"
"Consumer Services","SBH"
"Transportation","SBNA"
"Transportation","SBNB"
"Energy","SBOW"
,"SB-PB"
,"SB-PC"
,"SB-PD"
"Energy","SBR"
"Public Utilities","SBS"
"Finance","SC"
"Basic Industries","SCCO"
,"SCD"
,"SCE-PF"
,"SCE-PG"
,"SCE-PH"
,"SCE-PJ"
,"SCE-PK"
"Public Utilities","SCG"
"Finance","SCHW"
,"SCHW-PB"
,"SCHW-PC"
,"SCHW-PD"
"Consumer Services","SCI"
"Basic Industries","SCL"
,"SCM"
,"SCQ"
"Consumer Durables","SCS"
"Capital Goods","SCX"
"Energy","SD"
"Energy","SDLP"
"Energy","SDR"
"Energy","SDRL"
"Energy","SDT"
"Consumer Services","SEAS"
"Basic Industries","SEE"
"Health Care","SEM"
"Energy","SEMG"
"Public Utilities","SEP"
"Consumer Services","SERV"
"Finance","SF"
"Finance","SFE"
"Transportation","SFL"
"Finance","SF-PA"
"Consumer Services","SFR"
"Consumer Services","SFS"
"Technology","SFUN"
,"SGF"
"Consumer Services","SGU"
"Energy","SGY"
"Finance","SGZA"
"Consumer Services","SHAK"
"Finance","SHG"
