"Sector","Symbol"
"Health Care","GALE"
"Health Care","GALT"
,"GARS"
"Transportation","GASS"
"Finance","GBCI"
,"GBDC"
"Finance","GBLI"
"Finance","GBLIL"
"Finance","GBLIZ"
"Finance","GBNK"
"Health Care","GBT"
"Finance","GCBC"
"Health Care","GCVRZ"
"Consumer Services","GDEN"
"Technology","GDS"
"Technology","GEC"
,"GECC"
"Health Care","GEMP"
"Capital Goods","GENC"
"Health Care","GENE"
,"GENY"
"Capital Goods","GEOS"
"Health Care","GERN"
"Basic Industries","GEVO"
"Finance","GFED"
"Technology","GFN"
"Technology","GFNCP"
"Technology","GFNSL"
"Finance","GGAL"
"Health Care","GHDX"
"Capital Goods","GIFI"
"Capital Goods","GIGA"
"Technology","GIGM"
"Consumer Non-Durables","GIII"
"Health Care","GILD"
"Technology","GILT"
,"GLAD"
,"GLADO"
"Public Utilities","GLBL"
"Finance","GLBR"
"Transportation","GLBS"
"Finance","GLBZ"
"Basic Industries","GLDD"
"Finance","GLDI"
"Health Care","GLMD"
"Consumer Services","GLNG"
"Health Care","GLPG"
"Consumer Services","GLPI"
"Finance","GLRE"
"Technology","GLUU"
"Health Care","GLYC"
"Consumer Services","GMLP"
"Finance","GNBC"
"Health Care","GNCA"
"Public Utilities","GNCMA"
,"GNMA"
"Health Care","GNMK"
"Health Care","GNMX"
,"GNRX"
"Capital Goods","GNTX"
"Finance","GNTY"
"Consumer Services","GNUS"
"Health Care","GNVC"
"Consumer Services","GOGL"
"Consumer Services","GOGO"
"Basic Industries","GOLD"
"Consumer Services","GOOD"
"Consumer Services","GOODM"
"Consumer Services","GOODO"
"Consumer Services","GOODP"
"Technology","GOOG"
"Technology","GOOGL"
"Finance","GOV"
"Finance","GOVNI"
"Health Care","GPAC"
"Health Care","GPACU"
"Health Care","GPACW"
"Consumer Durables","GPIA"
"Consumer Durables","GPIAU"
"Consumer Durables","GPIAW"
"Consumer Non-Durables","GPIC"
"Energy","GPOR"
"Basic Industries","GPP"
"Basic Industries","GPRE"
"Miscellaneous","GPRO"
"Capital Goods","GRBK"
"Health Care","GRFS"
,"GRID"
"Finance","GRIF"
"Capital Goods","GRMN"
"Finance","GROW"
"Technology","GRPN"
"Miscellaneous","GRVY"
"Finance","GSBC"
"Finance","GSHT"
"Finance","GSHTU"
"Finance","GSHTW"
"Technology","GSIT"
"Capital Goods","GSM"
"Consumer Services","GSOL"
"Technology","GSUM"
,"GSVC"
"Consumer Durables","GT"
"Health Care","GTHX"
"Consumer Services","GTIM"
"Capital Goods","GTLS"
"Health Care","GTXI"
"Finance","GTYH"
,"GTYHU"
"Finance","GTYHW"
"Technology","GUID"
,"GULF"
"Basic Industries","GURE"
"Finance","GWGH"
"Health Care","GWPH"
"Public Utilities","GWRS"
"Consumer Services","GYRO"
"Transportation","HA"
"Consumer Services","HABT"
"Finance","HAFC"
"Consumer Non-Durables","HAIN"
"Finance","HALL"
"Health Care","HALO"
"Consumer Non-Durables","HAS"
"Finance","HAWK"
"Capital Goods","HAYN"
"Finance","HBAN"
"Finance","HBANN"
"Finance","HBANO"
"Finance","HBANP"
"Finance","HBCP"
"Finance","HBHC"
"Finance","HBHCL"
"Capital Goods","HBIO"
"Finance","HBK"
"Finance","HBMD"
"Finance","HBNC"
"Consumer Services","HBP"
,"HCAP"
,"HCAPL"
"Basic Industries","HCCI"
"Consumer Services","HCKT"
"Health Care","HCM"
"Consumer Services","HCOM"
"Health Care","HCSG"
"Capital Goods","HDNG"
"Technology","HDP"
"Consumer Services","HDS"
"Consumer Durables","HDSN"
"Consumer Durables","HEAR"
"Capital Goods","HEBT"
,"HEES"
"Consumer Durables","HELE"
"Finance","HFBC"
"Finance","HFBL"
"Finance","HFWA"
"Finance","HGSH"
"Consumer Services","HIBB"
,"HIFS"
"Capital Goods","HIHO"
"Finance","HIIQ"
"Technology","HIMX"
"Consumer Services","HLG"
"Technology","HLIT"
"Finance","HLNE"
"Consumer Services","HMHC"
"Finance","HMNF"
"Consumer Services","HMNY"
"Finance","HMST"
"Miscellaneous","HMSY"
"Finance","HMTA"
"Consumer Services","HMTV"
"Capital Goods","HNH"
"Finance","HNNA"
"Energy","HNRG"
"Consumer Durables","HOFT"
"Energy","HOLI"
"Health Care","HOLX"
"Finance","HOMB"
"Finance","HONE"
"Finance","HOPE"
"Consumer Services","HOTR"
"Consumer Services","HOTRW"
"Capital Goods","HOVNP"
"Miscellaneous","HPJ"
"Consumer Services","HPT"
"Technology","HQCL"
"Miscellaneous","HQY"
"Public Utilities","HRMN"
"Public Utilities","HRMNU"
"Public Utilities","HRMNW"
"Health Care","HRTX"
,"HRZN"
"Health Care","HSGX"
"Health Care","HSIC"
"Technology","HSII"
"Health Care","HSKA"
"Consumer Services","HSNI"
"Technology","HSON"
"Technology","HSTM"
"Finance","HTBI"
"Finance","HTBK"
"Health Care","HTBX"
"Capital Goods","HTGM"
"Consumer Services","HTHT"
"Transportation","HTLD"
"Finance","HTLF"
"Transportation","HUBG"
"Transportation","HUNT"
"Transportation","HUNTU"
"Transportation","HUNTW"
"Capital Goods","HURC"
"Consumer Services","HURN"
"Finance","HVBC"
"Finance","HWBK"
"Consumer Non-Durables","HWCC"
"Consumer Durables","HWKN"
"Basic Industries","HYGS"
,"HYLS"
,"HYND"
,"HYXE"
,"HYZD"
"Health Care","HZNP"
"Consumer Services","IAC"
"Capital Goods","IART"
,"IBB"
"Finance","IBCP"
"Finance","IBKC"
"Finance","IBKCO"
"Finance","IBKCP"
"Finance","IBKR"
"Finance","IBOC"
"Finance","IBTX"
,"IBUY"
"Health Care","ICAD"
"Finance","ICBK"
"Health Care","ICCC"
"Finance","ICCH"
"Consumer Services","ICFI"
"Technology","ICHR"
,"ICLN"
"Health Care","ICLR"
"Consumer Non-Durables","ICON"
"Health Care","ICPT"
"Health Care","ICUI"
"Miscellaneous","IDCC"
,"IDLB"
"Health Care","IDRA"
"Consumer Durables","IDSA"
"Consumer Durables","IDSY"
"Technology","IDTI"
"Health Care","IDXG"
"Health Care","IDXX"
"Capital Goods","IEP"
"Capital Goods","IESC"
,"IEUS"
,"IFEU"
,"IFGL"
"Consumer Services","IFMK"
"Consumer Non-Durables","IFON"
,"IFV"
,"IGF"
"Public Utilities","IGLD"
,"IGOV"
"Consumer Services","III"
"Capital Goods","IIIN"
"Technology","IIJI"
"Capital Goods","IIN"
"Capital Goods","IIVI"
"Miscellaneous","IKNX"
"Finance","ILG"
"Capital Goods","ILMN"
"Health Care","IMDZ"
,"IMED"
"Health Care","IMGN"
"Technology","IMI"
"Consumer Services","IMKTA"
"Technology","IMMR"
"Health Care","IMMU"
"Health Care","IMMY"
"Health Care","IMNP"
"Technology","IMOS"
"Technology","IMPV"
"Health Care","IMRN"
"Health Care","IMRNW"
"Technology","INAP"
"Finance","INBK"
"Finance","INBKL"
"Health Care","INCR"
"Health Care","INCY"
"Finance","INDB"
,"INDY"
"Health Care","INFI"
"Public Utilities","INFN"
"Technology","INFO"
,"INFR"
"Health Care","INGN"
"Health Care","INNL"
"Health Care","INO"
"Technology","INOD"
"Technology","INOV"
"Technology","INPX"
"Technology","INSE"
"Consumer Durables","INSG"
"Health Care","INSM"
"Health Care","INSY"
"Technology","INTC"
"Consumer Services","INTG"
"Finance","INTL"
"Technology","INTU"
"Technology","INTX"
"Health Care","INVA"
"Technology","INVE"
"Consumer Durables","INWK"
"Health Care","IONS"
"Basic Industries","IOSP"
"Technology","IOTS"
"Consumer Non-Durables","IPAR"
"Technology","IPAS"
"Finance","IPCC"
"Health Care","IPCI"
"Technology","IPDN"
"Technology","IPGP"
"Consumer Durables","IPHS"
,"IPKW"
"Energy","IPWR"
"Health Care","IPXL"
"Consumer Durables","IRBT"
"Consumer Services","IRCP"
"Consumer Durables","IRDM"
"Consumer Durables","IRDMB"
"Health Care","IRIX"
"Health Care","IRMD"
"Finance","IROQ"
"Health Care","IRTC"
"Health Care","IRWD"
"Finance","ISBC"
"Consumer Services","ISCA"
,"ISHG"
"Consumer Services","ISIG"
"Finance","ISM"
"Capital Goods","ISNS"
"Health Care","ISRG"
"Energy","ISRL"
"Technology","ISSC"
"Finance","ISTR"
"Health Care","ITCI"
"Health Care","ITEK"
,"ITEQ"
"Consumer Durables","ITI"
"Finance","ITIC"
"Capital Goods","ITRI"
"Consumer Non-Durables","ITRN"
"Miscellaneous","ITUS"
"Technology","IVAC"
,"IVENC"
,"IVFGC"
,"IVFVC"
"Health Care","IVTY"
,"IXUS"
"Technology","IXYS"
"Consumer Services","IZEA"
"Consumer Services","JACK"
"Health Care","JAGX"
"Consumer Non-Durables","JAKK"
"Consumer Durables","JASN"
"Consumer Durables","JASNW"
"Technology","JASO"
"Health Care","JAZZ"
"Transportation","JBHT"
"Transportation","JBLU"
"Consumer Non-Durables","JBSS"
"Technology","JCOM"
"Public Utilities","JCS"
"Consumer Services","JCTCF"
"Consumer Services","JD"
"Consumer Non-Durables","JJSF"
"Technology","JKHY"
,"JKI"
"Consumer Services","JMBA"
"Technology","JMU"
"Health Care","JNCE"
"Health Care","JNP"
"Technology","JOBS"
"Consumer Non-Durables","JOUT"
"Finance","JRJC"
"Finance","JRVR"
"Finance","JSM"
,"JSMD"
,"JSML"
"Finance","JSYN"
"Finance","JSYNR"
"Finance","JSYNU"
"Finance","JSYNW"
"Finance","JTPY"
"Health Care","JUNO"
"Consumer Non-Durables","JVA"
"Finance","JXSB"
"Miscellaneous","JYNT"
"Finance","KAAC"
"Finance","KAACU"
"Finance","KAACW"
"Capital Goods","KALU"
"Health Care","KALV"
"Health Care","KANG"
"Consumer Durables","KBAL"
"Finance","KBLMU"
"Consumer Non-Durables","KBSF"
,"KBWB"
,"KBWD"
,"KBWP"
,"KBWR"
,"KBWY"
,"KCAP"
"Technology","KE"
"Technology","KELYA"
"Technology","KELYB"
"Capital Goods","KEQU"
"Health Care","KERX"
"Technology","KEYW"
"Finance","KFFB"
"Technology","KFRC"
"Miscellaneous","KGJI"
"Consumer Non-Durables","KHC"
"Health Care","KIN"
"Finance","KINS"
"Consumer Services","KIRK"
"Health Care","KITE"
"Capital Goods","KLAC"
"Technology","KLIC"
"Capital Goods","KLXI"
"Health Care","KMDA"
"Health Care","KMPH"
"Capital Goods","KNDI"
"Finance","KNSL"
"Consumer Services","KONA"
"Technology","KONE"
"Capital Goods","KOOL"
"Technology","KOPN"
"Consumer Non-Durables","KOSS"
"Health Care","KPTI"
,"KRMA"
"Capital Goods","KRNT"
"Finance","KRNY"
"Technology","KTCC"
"Technology","KTEC"
"Capital Goods","KTOS"
"Health Care","KTOV"
"Health Care","KTOVW"
"Health Care","KTWO"
"Health Care","KURA"
"Technology","KVHI"
,"KWEB"
"Miscellaneous","LABL"
"Health Care","LAKE"
,"LALT"
"Consumer Services","LAMR"
"Consumer Non-Durables","LANC"
"Consumer Services","LAND"
"Consumer Services","LANDP"
"Finance","LARK"
"Consumer Services","LAUR"
"Consumer Durables","LAWS"
"Basic Industries","LAYN"
"Finance","LBAI"
"Health Care","LBIO"
"Consumer Non-Durables","LBIX"
"Consumer Services","LBRDA"
"Consumer Services","LBRDK"
"Consumer Services","LBTYA"
"Consumer Services","LBTYB"
"Consumer Services","LBTYK"
"Finance","LCA"
"Finance","LCAHU"
"Finance","LCAHW"
"Finance","LCNB"
"Capital Goods","LCUT"
,"LDRI"
"Consumer Services","LE"
"Technology","LECO"
"Technology","LEDS"
"Health Care","LENS"
"Consumer Services","LEXEA"
"Consumer Services","LEXEB"
"Consumer Durables","LFUS"
"Health Care","LFVN"
"Energy","LGCY"
"Energy","LGCYO"
"Energy","LGCYP"
"Capital Goods","LGIH"
"Health Care","LGND"
"Health Care","LHCG"
"Health Care","LIFE"
"Consumer Services","LILA"
"Consumer Services","LILAK"
"Consumer Services","LINC"
"Consumer Services","LIND"
"Consumer Services","LINDW"
"Technology","LINK"
"Consumer Services","LINU"
"Finance","LION"
"Consumer Durables","LITE"
"Technology","LIVE"
"Health Care","LIVN"
"Health Care","LJPC"
"Finance","LKFN"
,"LKOR"
"Consumer Services","LKQ"
"Energy","LLEX"
"Health Care","LLIT"
"Miscellaneous","LLNW"
"Health Care","LMAT"
"Basic Industries","LMB"
,"LMBS"
"Finance","LMFA"
"Finance","LMFAW"
"Capital Goods","LMIA"
"Consumer Non-Durables","LMNR"
"Health Care","LMNX"
"Public Utilities","LMOS"
"Consumer Services","LMRK"
"Consumer Services","LMRKO"
"Consumer Services","LMRKP"
"Consumer Non-Durables","LNCE"
"Basic Industries","LNDC"
,"LNGR"
"Health Care","LNTH"
"Consumer Services","LOAN"
"Finance","LOB"
"Consumer Services","LOCO"
"Technology","LOGI"
,"LOGM"
"Energy","LONE"
"Consumer Services","LOPE"
"Technology","LORL"
"Health Care","LOXO"
"Health Care","LPCN"
"Finance","LPLA"
"Health Care","LPNT"
"Technology","LPSN"
"Technology","LPTH"
"Health Care","LPTX"
"Miscellaneous","LQDT"
"Consumer Non-Durables","LRAD"
"Technology","LRCX"
,"LRGE"
"Finance","LSBK"
"Technology","LSCC"
"Transportation","LSTR"
"Consumer Services","LSXMA"
"Consumer Services","LSXMB"
"Consumer Services","LSXMK"
"Consumer Services","LTBR"
"Consumer Non-Durables","LTEA"
"Technology","LTRPA"
"Technology","LTRPB"
"Technology","LTRX"
"Finance","LTXB"
"Consumer Non-Durables","LULU"
"Health Care","LUNA"
,"LVHD"
"Consumer Services","LVNTA"
"Consumer Services","LVNTB"
"Consumer Non-Durables","LWAY"
"Health Care","LXRX"
"Consumer Durables","LYTS"
"Health Care","MACK"
"Finance","MACQ"
,"MACQU"
"Finance","MACQW"
"Consumer Durables","MAGS"
"Technology","MAMS"
"Technology","MANH"
"Consumer Services","MANT"
"Consumer Services","MAR"
"Miscellaneous","MARA"
"Consumer Services","MARK"
"Energy","MARPS"
"Health Care","MASI"
"Consumer Non-Durables","MAT"
"Technology","MATR"
"Capital Goods","MATW"
,"MAUI"
"Consumer Services","MAYS"
"Technology","MB"
"Finance","MBCN"
"Finance","MBFI"
"Finance","MBFIP"
"Basic Industries","MBII"
"Health Care","MBOT"
"Health Care","MBRX"
,"MBSD"
"Finance","MBTF"
"Capital Goods","MBUU"
"Health Care","MBVX"
"Finance","MBWM"
"Finance","MCBC"
,"MCEF"
"Energy","MCEP"
"Capital Goods","MCFT"
,"MCHI"
"Technology","MCHP"
"Miscellaneous","MCHX"
"Health Care","MCRB"
"Consumer Services","MCRI"
"Technology","MDCA"
"Health Care","MDCO"
"Health Care","MDGL"
"Health Care","MDGS"
,"MDIV"
"Consumer Non-Durables","MDLZ"
"Technology","MDRX"
"Technology","MDSO"
"Health Care","MDVX"
"Health Care","MDVXW"
"Consumer Durables","MDWD"
"Health Care","MDXG"
"Health Care","MEDP"
"Consumer Services","MEET"
"Health Care","MEIP"
"Miscellaneous","MELI"
"Finance","MELR"
"Basic Industries","MEOH"
"Basic Industries","MERC"
"Health Care","MESO"
"Energy","METC"
"Finance","MFIN"
"Finance","MFINL"
"Finance","MFNC"
"Finance","MFSF"
"Health Care","MGCD"
"Energy","MGEE"
"Health Care","MGEN"
"Miscellaneous","MGI"
"Technology","MGIC"
"Health Care","MGLN"
"Health Care","MGNX"
"Consumer Non-Durables","MGPI"
"Technology","MGRC"
"Finance","MGYR"
"Finance","MHLD"
"Capital Goods","MICT"
"Capital Goods","MICTW"
"Technology","MIDD"
"Finance","MIII"
"Finance","MIIIU"
"Finance","MIIIW"
"Consumer Services","MIK"
,"MILN"
"Technology","MIME"
"Technology","MIND"
"Technology","MINDP"
"Capital Goods","MINI"
"Health Care","MIRN"
"Technology","MITK"
"Technology","MITL"
"Capital Goods","MKSI"
"Finance","MKTX"
"Capital Goods","MLAB"
"Consumer Services","MLCO"
"Consumer Durables","MLHR"
"Miscellaneous","MLNK"
"Technology","MLNX"
"Finance","MLVF"
"Finance","MMAC"
"Finance","MMDM"
"Finance","MMDMR"
"Finance","MMDMU"
"Finance","MMDMW"
"Energy","MMLP"
"Health Care","MMSI"
"Consumer Services","MMYT"
"Technology","MNDO"
"Technology","MNGA"
"Health Care","MNKD"
"Health Care","MNOV"
"Consumer Services","MNRO"
"Consumer Non-Durables","MNST"
"Health Care","MNTA"
"Technology","MNTX"
"Technology","MOBL"
"Capital Goods","MOCO"
"Finance","MOFG"
,"MOGLC"
"Technology","MOMO"
"Finance","MORN"
"Technology","MOSY"
,"MOTA"
,"MOTAW"
"Technology","MOXC"
"Capital Goods","MPAA"
"Finance","MPAC"
"Finance","MPACU"
"Finance","MPACW"
"Finance","MPB"
,"MPCT"
"Basic Industries","MPVD"
"Technology","MPWR"
"Technology","MRAM"
,"MRCC"
"Capital Goods","MRCY"
"Basic Industries","MRDN"
"Basic Industries","MRDNW"
"Finance","MRLN"
"Health Care","MRNS"
"Transportation","MRTN"
"Health Care","MRTX"
"Health Care","MRUS"
"Technology","MRVC"
"Technology","MRVL"
"Finance","MSBF"
"Finance","MSBI"
"Technology","MSCC"
"Technology","MSDI"
"Technology","MSDIW"
"Public Utilities","MSEX"
"Finance","MSFG"
"Technology","MSFT"
"Consumer Services","MSG"
"Health Care","MSLI"
"Capital Goods","MSON"
"Technology","MSTR"
"Technology","MTBC"
"Technology","MTBCP"
"Technology","MTCH"
"Consumer Durables","MTEX"
"Health Care","MTFB"
"Health Care","MTFBW"
"Consumer Services","MTGE"
"Consumer Services","MTGEP"
"Technology","MTLS"
"Health Care","MTP"
"Basic Industries","MTRX"
"Capital Goods","MTSC"
"Technology","MTSI"
"Public Utilities","MTSL"
"Technology","MU"
"Capital Goods","MVIS"
"Technology","MXIM"
"Consumer Services","MXPT"
"Miscellaneous","MXWL"
"Health Care","MYGN"
"Health Care","MYL"
"Health Care","MYOK"
"Health Care","MYOS"
"Basic Industries","MYRG"
"Technology","MYSZ"
"Health Care","MZOR"
"Consumer Durables","NAII"
"Consumer Non-Durables","NAKD"
"Miscellaneous","NAME"
"Capital Goods","NANO"
"Consumer Services","NATH"
"Technology","NATI"
"Health Care","NATR"
"Consumer Services","NAUH"
"Finance","NAVG"
"Finance","NAVI"
"Consumer Non-Durables","NBEV"
"Health Care","NBIX"
"Finance","NBN"
"Health Care","NBRV"
"Finance","NBTB"
"Finance","NCBS"
"Technology","NCIT"
"Consumer Services","NCLH"
"Consumer Services","NCMI"
"Finance","NCOM"
,"NCSM"
"Miscellaneous","NCTY"
"Finance","NDAQ"
"Consumer Services","NDLS"
,"NDRA"
"Health Care","NDRAU"
,"NDRAW"
"Health Care","NDRM"
"Capital Goods","NDSN"
"Health Care","NEO"
"Health Care","NEOG"
"Capital Goods","NEON"
"Health Care","NEOS"
"Health Care","NEOT"
"Health Care","NEPT"
"Health Care","NERV"
"Finance","NESR"
"Finance","NESRW"
"Technology","NETE"
"Finance","NEWS"
,"NEWT"
,"NEWTL"
,"NEWTZ"
"Finance","NFBK"
"Capital Goods","NFEC"
"Consumer Services","NFLX"
"Finance","NGHC"
"Finance","NGHCN"
"Finance","NGHCO"
"Finance","NGHCP"
"Finance","NGHCZ"
"Technology","NH"
"Finance","NHLD"
"Finance","NHLDW"
"Consumer Durables","NHTC"
"Technology","NICE"
"Finance","NICK"
"Public Utilities","NIHD"
"Health Care","NK"
"Finance","NKSH"
"Health Care","NKTR"
"Health Care","NLNK"
"Technology","NLST"
"Finance","NMIH"
"Consumer Durables","NMRX"
"Capital Goods","NNBR"
"Technology","NNDM"
"Finance","NODK"
"Health Care","NOVN"
"Miscellaneous","NOVT"
"Health Care","NRCIA"
"Health Care","NRCIB"
"Finance","NRIM"
"Finance","NSEC"
"Consumer Services","NSIT"
"Consumer Durables","NSSC"
"Health Care","NSTG"
"Capital Goods","NSYS"
"Technology","NTAP"
"Technology","NTCT"
"Health Care","NTEC"
"Miscellaneous","NTES"
"Public Utilities","NTGR"
"Capital Goods","NTIC"
"Health Care","NTLA"
"Technology","NTNX"
"Health Care","NTRA"
"Consumer Services","NTRI"
"Health Care","NTRP"
"Finance","NTRS"
"Finance","NTRSP"
"Technology","NTWK"
"Technology","NUAN"
"Health Care","NURO"
"Health Care","NUROW"
"Consumer Durables","NUTR"
"Health Care","NUVA"
"Health Care","NVAX"
"Health Care","NVCN"
"Health Care","NVCR"
"Technology","NVDA"
"Health Care","NVDQ"
"Technology","NVEC"
"Consumer Services","NVEE"
"Health Care","NVET"
"Consumer Durables","NVFY"
"Health Care","NVGN"
"Health Care","NVIV"
"Health Care","NVLN"
"Health Care","NVLS"
"Capital Goods","NVMI"
"Health Care","NVTR"
"Health Care","NVUS"
"Finance","NWBI"
"Finance","NWFL"
"Finance","NWLI"
"Basic Industries","NWPX"
"Consumer Services","NWS"
"Consumer Services","NWSA"
"Consumer Durables","NXEO"
"Consumer Durables","NXEOU"
"Consumer Durables","NXEOW"
"Technology","NXPI"
"Consumer Services","NXST"
"Consumer Services","NXTD"
"Consumer Services","NXTDW"
"Health Care","NXTM"
"Consumer Services","NYMT"
"Consumer Services","NYMTO"
"Finance","NYMTP"
"Health Care","NYMX"
"Consumer Services","NYNY"
"Finance","OACQ"
"Finance","OACQR"
"Finance","OACQU"
"Finance","OACQW"
"Health Care","OASM"
"Finance","OBAS"
"Consumer Durables","OBCI"
"Health Care","OBLN"
"Health Care","OBSV"
"Basic Industries","OCC"
"Finance","OCFC"
"Technology","OCLR"
"Health Care","OCRX"
"Health Care","OCUL"
"Transportation","ODFL"
"Consumer Services","ODP"
"Consumer Durables","OESX"
"Finance","OFED"
"Health Care","OFIX"
"Capital Goods","OFLX"
,"OFS"
"Health Care","OGXI"
,"OHAI"
"Public Utilities","OHGI"
"Health Care","OHRP"
"Technology","OIIM"
"Finance","OKSB"
"Technology","OKTA"
"Finance","OLBK"
,"OLD"
"Capital Goods","OLED"
"Consumer Services","OLLI"
"Transportation","OMAB"
"Technology","OMCL"
"Health Care","OMED"
"Health Care","OMER"
"Consumer Services","OMEX"
"Miscellaneous","OMNT"
"Technology","ON"
"Finance","ONB"
"Health Care","ONCE"
"Health Care","ONCS"
,"ONEQ"
"Health Care","ONS"
"Health Care","ONSIW"
"Health Care","ONSIZ"
"Health Care","ONTX"
"Health Care","ONTXW"
"Miscellaneous","ONVI"
"Health Care","ONVO"
,"OPB"
"Health Care","OPGN"
"Health Care","OPGNW"
"Finance","OPHC"
"Health Care","OPHT"
"Health Care","OPK"
"Finance","OPOF"
"Public Utilities","OPTT"
"Health Care","OPXA"
"Health Care","OPXAW"
"Consumer Services","ORBC"
"Capital Goods","ORBK"
"Health Care","OREX"
,"ORG"
"Energy","ORIG"
"Finance","ORIT"
"Consumer Services","ORLY"
"Health Care","ORMP"
"Health Care","ORPN"
"Finance","ORRF"
"Finance","OSBC"
"Finance","OSBCP"
"Technology","OSIS"
"Basic Industries","OSN"
"Consumer Services","OSTK"
"Health Care","OSUR"
"Public Utilities","OTEL"
"Technology","OTEX"
"Health Care","OTIC"
"Technology","OTIV"
"Public Utilities","OTTR"
"Finance","OTTW"
"Health Care","OVAS"
"Finance","OVBC"
"Health Care","OVID"
"Finance","OVLY"
"Finance","OXBR"
"Finance","OXBRW"
"Health Care","OXFD"
,"OXLC"
,"OXLCN"
,"OXLCO"
"Finance","OZRK"
"Finance","PAAC"
"Finance","PAACR"
"Finance","PAACU"
"Finance","PAACW"
"Basic Industries","PAAS"
"Capital Goods","PACB"
"Finance","PACW"
,"PAGG"
"Health Care","PAHC"
"Transportation","PANL"
"Transportation","PATI"
"Basic Industries","PATK"
"Health Care","PAVM"
"Health Care","PAVMW"
"Consumer Services","PAYX"
"Finance","PBBI"
"Finance","PBCT"
"Finance","PBCTP"
"Finance","PBHC"
"Finance","PBIB"
"Finance","PBIP"
"Health Care","PBMD"
"Finance","PBNC"
"Consumer Services","PBPB"
"Finance","PBSK"
"Health Care","PBYI"
"Capital Goods","PCAR"
"Finance","PCBK"
"Consumer Services","PCH"
"Miscellaneous","PCLN"
"Consumer Services","PCMI"
"Miscellaneous","PCO"
"Miscellaneous","PCOM"
"Health Care","PCRX"
"Finance","PCSB"
"Technology","PCTI"
"Technology","PCTY"
"Technology","PCYG"
"Public Utilities","PCYO"
,"PDBC"
"Energy","PDCE"
"Health Care","PDCO"
"Health Care","PDEX"
"Technology","PDFS"
"Health Care","PDLI"
,"PDP"
"Public Utilities","PDVW"
"Finance","PEBK"
"Finance","PEBO"
"Technology","PEGA"
"Public Utilities","PEGI"
"Basic Industries","PEIX"
"Consumer Services","PENN"
"Consumer Services","PERF"
"Technology","PERI"
"Consumer Non-Durables","PERY"
"Basic Industries","PESI"
"Health Care","PETS"
"Health Care","PETX"
,"PEY"
,"PEZ"
,"PFBC"
"Finance","PFBI"
"Finance","PFBX"
,"PFI"
"Energy","PFIE"
"Technology","PFIN"
"Finance","PFIS"
,"PFLT"
,"PFM"
"Consumer Services","PFMT"
"Technology","PFPT"
"Miscellaneous","PFSW"
"Finance","PGC"
,"PGJ"
"Basic Industries","PGLC"
"Health Care","PGNX"
"Capital Goods","PGTI"
"Transportation","PHII"
"Transportation","PHIIK"
"Health Care","PHMD"
,"PHO"
"Capital Goods","PI"
"Finance","PICO"
,"PID"
,"PIE"
"Finance","PIH"
"Consumer Services","PINC"
,"PIO"
"Health Care","PIRS"
,"PIZ"
"Finance","PKBK"
"Capital Goods","PKOH"
,"PKW"
"Technology","PLAB"
"Consumer Services","PLAY"
"Finance","PLBC"
"Consumer Services","PLCE"
"Basic Industries","PLPC"
"Miscellaneous","PLPM"
"Health Care","PLSE"
"Energy","PLUG"
"Technology","PLUS"
,"PLW"
"Health Care","PLXP"
"Technology","PLXS"
"Consumer Services","PLYA"
"Consumer Services","PLYAW"
"Finance","PMBC"
"Health Care","PMD"
,"PME"
,"PMPT"
"Finance","PMTS"
"Finance","PNBK"
"Finance","PNFP"
"Consumer Services","PNK"
,"PNNT"
,"PNQI"
"Consumer Services","PNRA"
"Energy","PNRG"
"Technology","PNTR"
"Health Care","PODD"
,"POLA"
"Consumer Durables","POOL"
"Consumer Non-Durables","POPE"
"Technology","POWI"
"Consumer Durables","POWL"
"Finance","PPBI"
"Consumer Non-Durables","PPC"
,"PPH"
"Health Care","PPHM"
"Health Care","PPHMP"
"Capital Goods","PPIH"
"Consumer Durables","PPSI"
"Finance","PRAA"
"Health Care","PRAH"
"Health Care","PRAN"
"Capital Goods","PRCP"
"Technology","PRFT"
,"PRFZ"
"Technology","PRGS"
"Consumer Services","PRGX"
"Basic Industries","PRIM"
"Technology","PRKR"
"Consumer Non-Durables","PRMW"
,"PRN"
"Finance","PROV"
"Health Care","PRPH"
"Health Care","PRQR"
"Consumer Services","PRSC"
"Consumer Services","PRSS"
"Health Care","PRTA"
"Health Care","PRTK"
"Health Care","PRTO"
"Consumer Services","PRTS"
"Health Care","PRXL"
,"PSAU"
,"PSC"
,"PSCC"
,"PSCD"
,"PSCE"
,"PSCF"
,"PSCH"
,"PSCI"
,"PSCM"
,"PSCT"
,"PSCU"
"Technology","PSDO"
"Capital Goods","PSDV"
,"PSEC"
,"PSET"
,"PSL"
"Consumer Services","PSMT"
"Finance","PSTB"
"Health Care","PSTI"
"Technology","PTC"
"Health Care","PTCT"
"Energy","PTEN"
,"PTF"
"Health Care","PTGX"
,"PTH"
"Health Care","PTI"
"Health Care","PTIE"
"Health Care","PTLA"
"Public Utilities","PTNR"
"Transportation","PTSI"
"Health Care","PTX"
"Public Utilities","PTXP"
"Finance","PUB"
,"PUI"
"Health Care","PULM"
"Energy","PVAC"
"Finance","PVBC"
"Finance","PVTB"
"Finance","PVTBP"
"Finance","PWOD"
,"PXI"
"Technology","PXLW"
"Transportation","PXS"
,"PY"
"Finance","PYDS"
"Miscellaneous","PYPL"
,"PYZ"
"Health Care","PZRX"
"Consumer Services","PZZA"
,"QABA"
"Technology","QADA"
